2138	2140	1636
2138	2510	9
2138	2579	1
2138	2627	2117
2138	2724	1
2138	3755	2
2138	3784	181
2138	3861	47
2138	3972	1
2138	4002	1
2138	4055	31
2138	4061	2
2138	4068	7
2138	4080	1670
2138	4137	1
2138	4181	73
2138	4196	4
2138	4202	38
2138	4269	1092
2138	4756	15
2138	4764	1
2138	4959	1
2138	5080	3
2138	5111	5
2138	5112	32
2138	5115	603
2138	5654	2
2138	7264	3
2138	7359	1
2138	8172	98
2138	8937	10
2138	8946	18
2138	8950	9
2138	8961	1
2138	11030	1
2138	11223	9
2138	12181	1
2138	12472	1
2138	12481	3
2138	12741	1
2138	13024	38
2138	13339	96
2138	13344	4
2138	13346	10
2138	13944	5
2138	15970	2
2138	15975	2
2138	17295	1
2138	17425	1
2138	18727	18
2138	18753	4
2138	19415	29
2138	19423	17
2138	19435	89
2138	20880	4
2138	20905	5
2138	20910	7
2138	21455	1
2138	21666	4
2138	21673	4
2138	23267	5
2138	24008	16
2138	24399	5
2138	24554	52
2138	25180	10
2138	25375	3
2138	25497	8
2138	25901	10
2138	25964	3
2138	26928	8
2138	27253	104
2138	27275	2
2138	27629	5
2138	27636	4
2138	29040	2
2138	29046	230
2138	29056	2
2138	31436	11
2138	31471	30
2138	31578	1
2138	31607	33
2138	32750	1
2138	32839	58
2138	32844	4
2138	33080	7
2138	33129	6
2138	33146	24
2138	33183	3
2138	33317	4
2138	33356	6
2138	33362	4
2138	33488	5
2138	33527	1
2138	33726	258
2138	33743	76
2138	33976	2
2138	33998	3
2138	34002	55
2138	34056	13
2138	34057	62
2138	34225	6
2138	34239	2
2138	34269	6
2138	34275	2
2138	34345	4
2138	34499	16
2138	35562	2
2138	36045	107
2138	36050	29
2138	36132	154
2138	37085	19
2138	38024	171
2138	38971	7
2138	39207	10
2138	40114	104
2138	40123	25
2138	41519	5
2138	41841	2
2138	42576	7
2138	42645	238
2138	42877	37
2138	43478	5
2138	43770	51
2138	44568	17
2138	44574	786
2138	44575	645
2138	44604	265
2138	44662	4
2138	45706	2
2138	46625	100
2138	47194	12
2138	47195	4
2138	48033	26
2138	48224	1
2138	48231	25
2138	48453	45
2138	48810	1
2138	48937	33
2138	49458	14
2138	49460	23
2138	50892	2
2138	50964	29
2138	51076	2
2138	51080	9
2138	51085	9
2138	51340	2
2138	51545	40
2138	51567	1
2138	53565	16
2138	53842	259
2138	53898	45
2138	53901	76
2138	53914	17
2138	55349	20
2138	56027	15
2138	56233	15
2138	56926	2
2138	57319	7
2138	57736	1
2138	57765	305
2138	57808	4
2138	57813	56
2138	57837	162
2138	57847	45
2138	57855	4
2138	57872	17
2138	57874	1
2138	57880	10
2138	57901	33
2138	58043	7
2138	58046	43
2138	58320	22
2138	58334	30
2138	58335	17
2138	58336	195
2138	58671	1
2138	58703	112
2138	58729	78
2138	58734	49
2138	58736	50
2138	58737	55
2138	58738	24
2138	58740	42
2138	58744	7
2138	58752	80
2138	58791	21
2138	58806	37
2138	59651	12
2138	60275	602
2138	60317	35
2138	61207	7
2138	61359	2
2138	61513	15
2138	61956	2
2138	62120	22
2138	62130	150
2138	62689	5
2138	63046	4
2138	63153	1
2138	63820	3
2138	63824	5
2138	64315	1
2138	64352	1
2138	64396	3
2138	65793	4
2138	65863	3
2138	66604	33
2138	67772	9
2138	68662	28
2138	68797	8
2138	69062	6
2140	2510	16
2140	2627	2333
2140	2724	5
2140	3755	1
2140	3784	153
2140	3861	79
2140	3879	6
2140	4055	41
2140	4068	7
2140	4080	1824
2140	4181	92
2140	4196	2
2140	4202	52
2140	4269	1266
2140	4756	17
2140	4959	4
2140	5080	13
2140	5111	2
2140	5112	72
2140	5115	740
2140	5296	2
2140	8172	153
2140	8937	29
2140	8946	11
2140	8950	28
2140	8961	4
2140	11223	15
2140	12481	9
2140	12741	3
2140	13024	19
2140	13339	152
2140	13344	12
2140	13346	20
2140	13384	1
2140	13944	5
2140	15970	1
2140	15975	3
2140	17295	8
2140	17491	1
2140	18727	38
2140	18753	10
2140	19415	32
2140	19423	28
2140	19435	90
2140	20880	24
2140	20905	17
2140	20910	12
2140	21666	12
2140	21673	9
2140	23267	12
2140	24008	13
2140	24399	4
2140	24554	82
2140	25180	9
2140	25375	8
2140	25497	6
2140	25901	10
2140	25964	12
2140	26928	9
2140	27253	282
2140	27275	4
2140	27629	23
2140	27636	3
2140	29040	1
2140	29046	368
2140	29056	16
2140	31436	12
2140	31471	36
2140	31607	68
2140	31633	4
2140	32679	1
2140	32764	1
2140	32839	62
2140	32844	9
2140	33080	17
2140	33129	10
2140	33146	50
2140	33176	5
2140	33203	3
2140	33356	6
2140	33362	14
2140	33488	6
2140	33726	393
2140	33743	259
2140	33846	3
2140	33974	6
2140	33976	2
2140	33998	9
